"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000128272","ATF4","protein_coding",3498.7666643733,0.559335885887934,0.0594477824788975,9.76807524550551,1.54356569841009e-22,2.19911805052486e-18
"ENSG00000130766","SESN2","protein_coding",429.499908225404,0.905041450204574,0.10473746189315,9.17472128790598,4.52744126034196e-20,3.2251227818046e-16
"ENSG00000172216","CEBPB","protein_coding",752.266471234735,0.733082968976424,0.0886088842154937,8.65937821524016,4.74344514814369e-18,2.25266210085344e-14
"ENSG00000128965","CHAC1","protein_coding",30.4549615996542,2.84504436678543,0.354585505551773,8.1997427770074,2.40901936265298e-16,8.58032471492924e-13
"ENSG00000100664","EIF5","protein_coding",1361.90081864006,-0.50339021779659,0.0713560851472464,-7.71401889288244,1.21916414842899e-14,3.47388632453355e-11
"ENSG00000113739","STC2","protein_coding",405.249248355918,0.738763904727034,0.105418835013766,7.48781691558653,7.00286187528925e-14,1.66282955228743e-10
"ENSG00000168209","DDIT4","protein_coding",445.100148310067,1.31758897393605,0.236689372570687,7.10676124661896,1.18797678689932e-12,2.41787218327922e-09
"ENSG00000141682","PMAIP1","protein_coding",392.018554165655,0.593269140726805,0.0941844448028377,6.89704907784847,5.30938438344983e-12,9.45534991387621e-09
"ENSG00000051108","HERPUD1","protein_coding",764.490505053222,0.439077727492556,0.0762256330758445,6.81230567784488,9.60467480730816e-12,1.52042002199688e-08
"ENSG00000114850","SSR3","protein_coding",2992.05930107331,0.30171468928625,0.0554631489447427,6.73696104266149,1.6173352047587e-11,2.30421746621972e-08
"ENSG00000162772","ATF3","protein_coding",171.348310502931,0.80369938704706,0.136592429503776,6.55434289508571,5.58874167296343e-11,7.23843660133728e-08
"ENSG00000151012","SLC7A11","protein_coding",307.189788865099,0.723842673529861,0.123541079073278,6.47967307075738,9.19215731544531e-11,1.09133887727624e-07
"ENSG00000134294","SLC38A2","protein_coding",772.539563588942,0.481259108751948,0.0894805756524836,6.39821401900313,1.57204841781028e-10,1.72284413911869e-07
"ENSG00000136997","MYC","protein_coding",1612.33543568188,0.41508865626022,0.0896174345423052,6.00601567822715,1.90137813490976e-09,1.93492387771853e-06
"ENSG00000290398","ASNSP1","lncRNA",14.2103783987112,3.2105789371693,0.61453299565494,5.83462059693858,5.39131022641409e-09,5.1206664530481e-06
"ENSG00000070669","ASNS","protein_coding",339.949255888184,0.489841168959616,0.110059846572004,5.71706870237635,1.08377307693769e-08,9.65032189195705e-06
"ENSG00000157514","TSC22D3","protein_coding",931.104952752052,0.697062926841469,0.148277306004413,5.64262207841943,1.67479703204332e-08,1.40357843032478e-05
"ENSG00000116761","CTH","protein_coding",187.948221345251,0.643883696348004,0.141778453512017,5.56488738072236,2.62321768974751e-08,2.07627680143515e-05
"ENSG00000136167","LCP1","protein_coding",106.697184918159,-0.761668787301062,0.170439921648499,-5.52007179827301,3.38861177101286e-08,2.5409237842958e-05
"ENSG00000245532","NEAT1","lncRNA",1448.29339838297,0.346632859754281,0.0945599357383134,5.38561255014229,7.21983389603921e-08,5.14304867584353e-05
"ENSG00000175197","DDIT3","protein_coding",59.8085353544994,0.863428479044136,0.21435206643663,5.37390403365307,7.70498763715073e-08,5.22728375554697e-05
"ENSG00000162733","DDR2","protein_coding",138.887074606252,0.654196946478458,0.157869089466054,5.33966430105474,9.31188458884267e-08,6.03029180623825e-05
"ENSG00000289316","","lncRNA",371.196075750139,0.410950684616066,0.114704074682036,5.2798551945165,1.29286021253464e-07,8.00842584694825e-05
"ENSG00000104419","NDRG1","protein_coding",375.345263283039,0.402797952759113,0.115132025741423,5.23297987759591,1.66798903820399e-07,8.92776555728527e-05
"ENSG00000153879","CEBPG","protein_coding",422.814509036103,0.497670547655608,0.134355410036082,5.23817268206321,1.62174288009684e-07,8.92776555728527e-05
"ENSG00000154734","ADAMTS1","protein_coding",248.562145189104,0.506009278816422,0.135204001560043,5.24960036475657,1.52429533224279e-07,8.92776555728527e-05
"ENSG00000177606","JUN","protein_coding",1065.38867391126,0.316429971569054,0.0911755346473311,5.23034576847949,1.69193282829159e-07,8.92776555728527e-05
"ENSG00000104722","NEFM","protein_coding",998.936611158649,0.350244336971429,0.102497727678244,5.20867604052185,1.90192850062507e-07,9.67741976728764e-05
"ENSG00000146426","TIAM2","protein_coding",135.249571677248,0.608768757227542,0.159630259052471,5.19119628402299,2.08947206648553e-07,0.00010265071907317
"ENSG00000101871","MID1","protein_coding",909.75299561834,0.307564579231541,0.0925271916845224,5.11384827873988,3.1566092894689e-07,0.000149907375156878
"ENSG00000146006","LRRTM2","protein_coding",37.7749788787739,0.971705632939367,0.31954697264561,5.09657552482023,3.45852621542095e-07,0.00015894717093904
"ENSG00000284707","","lncRNA",366.482167314982,0.387291738895003,0.118700304060266,5.08891022796755,3.60127032490514e-07,0.000160335307246636
"ENSG00000132002","DNAJB1","protein_coding",369.719328564361,-0.412178400742319,0.12824198911263,-5.03843979499267,4.69342002806769e-07,0.000202627742848122
"ENSG00000124762","CDKN1A","protein_coding",312.86833526257,-0.372067060257731,0.118218685846354,-5.01886858555631,5.19766891854926e-07,0.000217797614948739
"ENSG00000168003","SLC3A2","protein_coding",1132.68977716457,0.238374442498793,0.0728766791024436,4.85464926102775,1.20600004210378e-06,0.000490910931424359
"ENSG00000159167","STC1","protein_coding",28.3213132561849,0.973027959241573,0.453037332911847,4.82208253147258,1.42067138098693e-06,0.000562230699025579
"ENSG00000184515","BEX5","protein_coding",447.136467625068,0.29558361105325,0.101034647409085,4.81204868613388,1.4939094767898e-06,0.000575235900427683
"ENSG00000065911","MTHFD2","protein_coding",1461.99455922527,0.254319918586723,0.0877821590210804,4.66864137466636,3.03198104375962e-06,0.00113675352448535
"ENSG00000133124","IRS4","protein_coding",1825.09917981052,0.204360482494127,0.0634064198295651,4.61087758350115,4.00972621331792e-06,0.00146478382977283
"ENSG00000159140","SON","protein_coding",1925.25670706483,-0.215492118878971,0.0698826042216116,-4.59086510289182,4.41412572518838e-06,0.00157220123016897
"ENSG00000244879","GABPB1-AS1","lncRNA",246.964382035143,0.379388922680258,0.153524657475012,4.57813342112215,4.691434382544e-06,0.00163021623531962
"ENSG00000168672","LRATD2","protein_coding",588.118980190476,0.277798126437243,0.111139946397772,4.47989677866151,7.46791450942358e-06,0.00247431111664553
"ENSG00000272398","CD24","protein_coding",85.1679138573024,0.537439587579972,0.238234238409251,4.48319367033174,7.3534134408645e-06,0.00247431111664553
"ENSG00000083444","PLOD1","protein_coding",808.299351643932,0.22177404199233,0.0786143755465423,4.45366878847824,8.441528877569e-06,0.00273332867997103
"ENSG00000178695","KCTD12","protein_coding",1148.72305945726,0.214298087026215,0.0745613497232034,4.44177743302719,8.92188182106519e-06,0.00282466778454924
"ENSG00000168282","MGAT2","protein_coding",934.880460012644,0.215939297635696,0.0763453115359263,4.42224674452218,9.76798126913924e-06,0.00302531367698754
"ENSG00000196517","SLC6A9","protein_coding",76.1703810758944,0.547782402498461,0.264207830943829,4.41487102909388,1.01070228574981e-05,0.00306371818405905
"ENSG00000280893","","protein_coding",612.576478575246,-0.265001674698332,0.110436736520309,-4.37585146635126,1.20959365171789e-05,0.00359022515750515
"ENSG00000048162","NOP16","protein_coding",665.842632294636,-0.23358574161735,0.092591772385296,-4.32575471732876,1.52010498542053e-05,0.00441978280148699
"ENSG00000104899","AMH","protein_coding",137.844358791171,-0.431634585387237,0.215156977760472,-4.32015502433313,1.55919627183457e-05,0.00444277385696542
"ENSG00000068903","SIRT2","protein_coding",621.757376968568,-0.219627722921401,0.0845908751862646,-4.29516621302286,1.74562499917123e-05,0.00481957981147913
"ENSG00000120129","DUSP1","protein_coding",265.697798394843,0.305436212796891,0.143727815090145,4.29346075563889,1.75909419665133e-05,0.00481957981147913
"ENSG00000196497","IPO4","protein_coding",580.742701052444,-0.228642044737429,0.0929047065150273,-4.26096408681039,2.03546942840707e-05,0.00547157225405953
"ENSG00000181026","AEN","protein_coding",515.340526469502,-0.239862472202948,0.101434606594228,-4.25581481638032,2.08289054946689e-05,0.00549535956634347
"ENSG00000117410","ATP6V0B","protein_coding",1713.66044720703,-0.217942031919714,0.0880501513404299,-4.20902157128679,2.56478904602662e-05,0.00664373627977113
"ENSG00000147669","POLR2K","protein_coding",769.413483241976,-0.201672018081177,0.0778298373673616,-4.17276020717212,3.00931611720229e-05,0.00765602262888947
"ENSG00000115875","SRSF7","protein_coding",2580.889349104,-0.202776913808992,0.0801984006435099,-4.14198936269873,3.4430631567092e-05,0.00860584575326947
"ENSG00000084463","WBP11","protein_coding",739.455211984416,-0.190830890711138,0.0735063645332442,-4.09300214695553,4.25823776288605e-05,0.00977376429112414
"ENSG00000123500","COL10A1","protein_coding",14.473659687589,0.429808401691113,0.556408356432602,4.09183492656871,4.27973265757851e-05,0.00977376429112414
"ENSG00000142227","EMP3","protein_coding",354.653336276119,0.226824480990722,0.102457285058232,4.09969174467061,4.13700793771744e-05,0.00977376429112414
"ENSG00000148840","PPRC1","protein_coding",249.962024603157,-0.282682683415904,0.149473256907185,-4.1001883654664,4.12813991798604e-05,0.00977376429112414
"ENSG00000155961","RAB39B","protein_coding",157.055833328472,-0.298344758013731,0.164019387344328,-4.08771971738384,4.35634020521388e-05,0.00977376429112414
"ENSG00000228824","MIR4500HG","lncRNA",78.6117821357516,0.394172983586468,0.247139287272198,4.08230370993416,4.45914704094244e-05,0.00977376429112414
"ENSG00000229807","XIST","lncRNA",12545.7302919154,0.200365868255177,0.0803434289887876,4.10354163094118,4.06873197518475e-05,0.00977376429112414
"ENSG00000270069","MIR222HG","lncRNA",118.254776761391,0.356207190862447,0.212187408016809,4.08470020581778,4.41337601061883e-05,0.00977376429112414
"ENSG00000106636","YKT6","protein_coding",745.909763493281,-0.198742397047212,0.080603249452263,-4.07464716046588,4.60841644930536e-05,0.00994789532625052
"ENSG00000184990","SIVA1","protein_coding",1602.93044519989,-0.172236499174855,0.0611749200825958,-4.07093947561993,4.68239150758194e-05,0.00995672116545074
"ENSG00000075336","TIMM21","protein_coding",223.775341519618,-0.269101290841635,0.143358454269895,-4.05756619209328,4.95867656488756e-05,0.0102385891333265
"ENSG00000280789","PAGR1","protein_coding",709.565910815676,-0.212751070655366,0.0932832766707607,-4.05969192582093,4.91375045522201e-05,0.0102385891333265
"ENSG00000103549","RNF40","protein_coding",743.440282068654,-0.193001511024048,0.0774468226025427,-4.04689786721216,5.19008727256267e-05,0.0102698851905834
"ENSG00000164442","CITED2","protein_coding",660.377235473785,0.213387482929959,0.0942809370487194,4.05337164221145,5.04847049707237e-05,0.0102698851905834
"ENSG00000182551","ADI1","protein_coding",671.82930918107,-0.212815687612148,0.0941129428130539,-4.04867148652446,5.15091857086976e-05,0.0102698851905834
"ENSG00000009694","TENM1","protein_coding",88.4999885285875,0.380571544901067,0.246953732399063,4.04139837404435,5.31334067128897e-05,0.0103697485676512
"ENSG00000034693","PEX3","protein_coding",248.132085245123,-0.252423352466984,0.131971848092674,-4.02801180036826,5.62505210277895e-05,0.0106853489744389
"ENSG00000236859","NIFK-AS1","lncRNA",96.3764115748279,0.372721250643406,0.242252217839906,4.03072173975637,5.56058424573956e-05,0.0106853489744389
"ENSG00000181991","MRPS11","protein_coding",592.547009473275,-0.200037504603435,0.0845775054381371,-4.02440543872186,5.71194391792907e-05,0.0107076401314126
"ENSG00000036448","MYOM2","protein_coding",122.202441688441,0.309992022791814,0.188911359426587,4.00108080882979,6.30538183766949e-05,0.0116279520508026
"ENSG00000167642","SPINT2","protein_coding",639.594068721524,0.213299066231564,0.0982752789484321,3.99881230134129,6.36611398864746e-05,0.0116279520508026
"ENSG00000186480","INSIG1","protein_coding",876.274766241245,0.202615215237709,0.0910704589134755,3.96149909656887,7.44806639627011e-05,0.0134319749300836
"ENSG00000105447","GRWD1","protein_coding",519.576097148218,-0.211187742712909,0.100274885693773,-3.94948406161913,7.8319825456758e-05,0.0137755870775609
"ENSG00000205542","TMSB4X","protein_coding",1016.95819834229,0.194763586374529,0.0845697171282791,3.94971621768286,7.82439037100266e-05,0.0137755870775609
"ENSG00000114491","UMPS","protein_coding",438.131958119678,-0.205203562615318,0.0954695495633114,-3.93624948033647,8.27649331374061e-05,0.0143799024683979
"ENSG00000272931","LRRC8D-DT","lncRNA",18.5810246283489,0.325683943586715,0.469261768436468,3.93231615978369,8.41313154493576e-05,0.0144411909783976
"ENSG00000124193","SRSF6","protein_coding",1081.75256004045,-0.189042136433787,0.0811373841025492,-3.9207613525444,8.82696457227707e-05,0.0149711624120514
"ENSG00000253948","VPS13B-DT","lncRNA",90.8598644943144,0.329849588622377,0.231172692585606,3.91688179511075,8.97017039796931e-05,0.015035060901161
"ENSG00000151914","DST","protein_coding",398.823133281317,0.21572515293037,0.108297244585625,3.91192003305955,9.15652335166538e-05,0.0151689521152531
"ENSG00000123136","DDX39A","protein_coding",832.016995181542,-0.187250893097213,0.080945900615682,-3.89695187199175,9.74109676910756e-05,0.0159518857091351
"ENSG00000116679","IVNS1ABP","protein_coding",609.023703256527,0.181025806588239,0.0761536326947891,3.88111893164975,0.000103976974630215,0.0168336358813259
"ENSG00000173221","GLRX","protein_coding",487.851844704761,0.185650310881693,0.0812149635417867,3.86856190378116,0.000109479143556835,0.0175252736882497
"ENSG00000156925","ZIC3","protein_coding",609.620182875049,0.179808964036565,0.0768456584375829,3.84944228391733,0.00011838707413092,0.0187406738349247
"ENSG00000035928","RFC1","protein_coding",549.361377324199,0.191183430855279,0.0883860894196335,3.84482579393941,0.000120638110448196,0.0188871555995105
"ENSG00000156298","TSPAN7","protein_coding",312.603543201693,0.2013013471142,0.104226307293387,3.79322391770877,0.000148703948151503,0.0230280994490702
"ENSG00000006652","IFRD1","protein_coding",263.658573741675,0.245468582455022,0.164390380522375,3.76672382002931,0.000165403800825806,0.0241859907272499
"ENSG00000109971","HSPA8","protein_coding",3043.76763485621,-0.259091762678459,0.183098364549915,-3.76615772573149,0.000165779086195661,0.0241859907272499
"ENSG00000117395","EBNA1BP2","protein_coding",2114.60042029081,-0.155072504259146,0.0597188138306431,-3.76273632290934,0.000168064370183038,0.0241859907272499
"ENSG00000161547","SRSF2","protein_coding",3517.79750937036,-0.148644875582472,0.0546133953808513,-3.77597441682144,0.000159383350542647,0.0241859907272499
"ENSG00000167716","WDR81","protein_coding",47.7982042964032,-0.314904443096194,0.312963490061675,-3.77283657108242,0.000161402017634913,0.0241859907272499
"ENSG00000170445","HARS1","protein_coding",549.017036759745,-0.180448112669984,0.0828663629047598,-3.76625302976098,0.000165715849513322,0.0241859907272499
"ENSG00000267100","ILF3-DT","lncRNA",250.65335083309,0.214452265170211,0.12398711188048,3.76453234332843,0.000166861070717791,0.0241859907272499
"ENSG00000006327","TNFRSF12A","protein_coding",236.617607037008,0.217855631204979,0.129371129715181,3.75784393471143,0.000171383712521951,0.0244170375230023
"ENSG00000111361","EIF2B1","protein_coding",688.960149593339,-0.172429001694308,0.0753298016621214,-3.75496383300542,0.000173366510557548,0.0244549769892414
"ENSG00000147852","VLDLR","protein_coding",64.5869271789089,0.294850965935792,0.259229674383031,3.73512872917095,0.000187619189749859,0.0261701510456305
"ENSG00000197747","S100A10","protein_coding",1558.64192765787,0.158860540658663,0.0639576878739626,3.73301739897878,0.000189199519737484,0.0261701510456305
"ENSG00000197903","H2BC12","protein_coding",569.171874945974,-0.171655369818573,0.0767081037709494,-3.72009621593806,0.000199146895914911,0.0272812098663436
"ENSG00000104765","BNIP3L","protein_coding",202.832731413084,0.223144358602227,0.145727788696719,3.70403051064168,0.000212200718954222,0.0285209777635925
"ENSG00000146592","CREB5","protein_coding",495.939454890208,0.190408166154989,0.0999977795674435,3.70539414619614,0.000211062263443117,0.0285209777635925
"ENSG00000130066","SAT1","protein_coding",197.634294572934,0.219426829884781,0.142200074551949,3.69386982256794,0.000220866902266191,0.0293841331727677
"ENSG00000146278","PNRC1","protein_coding",596.794848120488,0.171116407020892,0.0781680423486543,3.68936988211428,0.000224810171673453,0.0293841331727677
"ENSG00000166582","CENPV","protein_coding",1071.33636142769,-0.159623778607703,0.0665678819501941,-3.69068879835125,0.000223647620425631,0.0293841331727677
"ENSG00000204387","SNHG32","lncRNA",631.412844826096,0.169230734122504,0.0771656251490876,3.67379300757611,0.000238976349607075,0.0309517822986545
"ENSG00000245970","RPL30-AS1","lncRNA",16.5603656548202,0.182642815476249,0.388476556038422,3.66880020005996,0.000243691429643077,0.0312781243074317
"ENSG00000171492","LRRC8D","protein_coding",151.586315930295,0.251450630891509,0.204830277968033,3.6568183500353,0.000255365209752765,0.0324838227084611
"ENSG00000163344","PMVK","protein_coding",249.759693013886,-0.197584499856071,0.117330853255892,-3.64773414524063,0.000264563178094461,0.0333560318434671
"ENSG00000119865","CNRIP1","protein_coding",126.277663653295,-0.228613944413773,0.170150265439524,-3.63498015391076,0.000278002035779346,0.0347429386293714
"ENSG00000105974","CAV1","protein_coding",154.514316604948,0.22403941941329,0.164892789143075,3.62477002829768,0.000289218695630591,0.0358304239708611
"ENSG00000105327","BBC3","protein_coding",208.826610494336,0.216603082009329,0.153589522248274,3.61819822500464,0.000296661147572023,0.0364356152539536
"ENSG00000136108","CKAP2","protein_coding",584.542731143227,-0.17067941573954,0.0834829315356207,-3.61251864208599,0.000303237298764125,0.0369249726110469
