"gene_id","gene_name","gene_biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000113811","SELENOK","protein_coding",2957.95776642045,2.13990759119483,0.0571819406620134,37.5051493177961,7.59216442679184e-308,1.19781578161495e-303
"ENSG00000111678","C12orf57","protein_coding",1502.67244329367,2.39920598887612,0.0798180097500169,30.1835485822942,3.89437446307034e-200,3.07207729519303e-196
"ENSG00000120742","SERP1","protein_coding",2848.63084072488,1.80006528735628,0.061326932996193,29.4645492431498,8.19721100031461e-191,4.31091326506545e-187
"ENSG00000100196","KDELR3","protein_coding",751.957706277351,2.74687869177021,0.0965350864434134,28.4959315394376,1.31562125993482e-178,5.18913915449793e-175
"ENSG00000163191","S100A11","protein_coding",1871.26348637873,1.75782402355858,0.0629090868526135,28.0359886318544,5.92004022165896e-173,1.86800949154227e-169
"ENSG00000181649","PHLDA2","protein_coding",492.035142125035,3.7230489736822,0.134191594590128,27.8099714863378,3.28620673001977e-170,8.641080596587e-167
"ENSG00000198832","SELENOM","protein_coding",1600.26709591602,2.54689639953622,0.092627616706152,27.6306004290903,4.77423992382452e-168,1.07604547540256e-164
"ENSG00000198682","PAPSS2","protein_coding",617.142535270696,2.88889929101715,0.105644664420092,27.4408367074945,8.93716606910175e-166,1.76252086340273e-162
"ENSG00000099958","DERL3","protein_coding",597.098403280674,2.69712285978485,0.101426542267344,26.6963291233708,5.19215902218948e-157,9.10185476589816e-154
"ENSG00000150961","SEC24D","protein_coding",538.280677231569,3.17090761324545,0.119666272685214,26.5667052244576,1.64693206545033e-155,2.59836471966099e-152
"ENSG00000113083","LOX","protein_coding",458.788644457003,3.03317583721571,0.11934113817896,25.4675078149992,4.51750774125474e-143,6.4793381485251e-140
"ENSG00000160789","LMNA","protein_coding",1326.51524178454,1.81329909950892,0.073332068462982,24.8379195763891,3.49268548174038e-136,4.59200823711817e-133
"ENSG00000149428","HYOU1","protein_coding",1792.86727057853,1.55220622898276,0.0630371182384106,24.721125647118,6.34001885176818e-135,7.69434441725743e-132
"ENSG00000185222","TCEAL9","protein_coding",2345.55019564118,1.44923358973042,0.0602812696760691,24.1405099819593,9.39309220656356e-129,1.05853439816395e-125
"ENSG00000163902","RPN1","protein_coding",4382.56740446272,1.24392028243885,0.0518781285460564,24.0291169608099,1.3802901448604e-127,1.45178917436417e-124
